product_code,product_name,brands,categories_tags,nutriscore_grade,nova_group,off_source_sha256,off_acquired_at,off_last_modified_t,off_history_status
3240931548135,Lustucru gnocchi a poêler format xxl 720g,"Lustucru, Lustucru selection","[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:cereals-and-potatoes"", ""en:frozen-foods"", ""en:cereals-and-their-products"", ""en:potatoes-and-their-products"", ""en:pastas"", ""en:cereal-pastas"", ""en:fresh-pasta"", ""en:gnocchi"", ""en:gnocchi-of-durum-wheat-semolina"", ""en:potato-gnocchi""]",c,3.0,b04956fb72164d0aa169caa42e9bfdbb13617cfbe2044d789ec498de0fa4d998,2026-09-06T22:57:12.552522+00:00,1788452995,NO_VERIFICABLE_HISTORICAMENTE
3242272981053,Sandwich le méga jambon cheddar x3,Sodebo,"[""en:sandwiches"", ""en:sandwiches-filled-with-cold-cuts"", ""en:cheese-sandwiches"", ""en:ham-sandwiches"", ""en:cheddar-sandwiches"", ""en:ham-and-cheese-sandwiches"", ""fr:sandwichs-polaires""]",d,4.0,fcc59ea98d64c203ad1d9e0958086b8c4d79741d9fe17bbae4d0b561a39c5f92,2026-09-06T22:57:17.880756+00:00,1786620558,NO_VERIFICABLE_HISTORICAMENTE
3250390145912,Look Cola PET 4x50cl,Look,"[""fr:5g/100ml"", ""fr:Colas a teneur en sucres > 2""]",b,4.0,43aa3b64e5898ccfbb75b6171ba333e91f4adfc9cf7db78d49cb0836e00f26ee,2026-09-06T22:57:23.053635+00:00,1782265270,NO_VERIFICABLE_HISTORICAMENTE
3250390523970,Mâche,Saint Eloi,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fruits-and-vegetables-based-foods"", ""en:vegetable-based-foods-and-beverages"", ""en:vegetables-based-foods"", ""en:vegetables"", ""en:leaf-vegetables"", ""en:corn-salad""]",a,1.0,974c79f188174fc78eed4fe6939231a0865b3918a7a59bd68d73b9bbe9b3887f,2026-09-05T19:36:48.578165+00:00,1773900868,NO_VERIFICABLE_HISTORICAMENTE
3250390564843,Pizza Di Pierra Royale surgelée,"Fiorini, Intermarché","[""en:frozen-foods"", ""en:meals"", ""en:pizzas-pies-and-quiches"", ""en:meals-with-meat"", ""en:frozen-pizzas-and-pies"", ""en:pizzas"", ""en:pork-meals"", ""en:frozen-pizzas"", ""en:pizza-with-ham-and-cheese"", ""en:regina-pizza""]",d,4.0,ff05eb6595d81da6c2c979b788b806c329749b1c665397a36436f95bb6f37e8e,2026-09-06T22:57:28.415793+00:00,1772494335,NO_VERIFICABLE_HISTORICAMENTE
3250391980253,Sucralose 300 comprimes,Regain,"[""en:sweeteners"", ""en:food-additives"", ""en:sugar-substitutes"", ""en:artificial-sugar-substitutes"", ""en:sucralose"", ""en:tabletop-sweeteners"", ""fr:Autres produits""]",not-applicable,4.0,89bc1f82d0fb5c0176e88354cc2acd19a53c87a3289fd1bb1d9c9b4195de8cb4,2026-09-05T19:36:58.641522+00:00,1780451715,NO_VERIFICABLE_HISTORICAMENTE
3250392335137,Fromage Frais de Brebis 400g,Paturages,"[""en:dairies"", ""en:fermented-foods"", ""en:fermented-milk-products"", ""en:cheeses"", ""en:desserts"", ""en:dairy-desserts"", ""en:fermented-dairy-desserts"", ""en:fromages-blancs-petit-suisses-and-skyr"", ""en:yogurts"", ""en:plain-fermented-dairy-desserts"", ""en:sheep-milk-yogurts"", ""fr:fromages-blancs"", ""en:cream-cheeses"", ""fr:fromages-blancs-au-lait-de-brebis"", ""fr:fromages-blancs-natures"", ""fr:Fromages frais nature non sucres gourmands""]",c,3.0,474788863f569cdbd0815735a64b51ea4b043be12d00555ec96c2aff8fe00533,2026-09-05T19:36:38.710955+00:00,1780452300,NO_VERIFICABLE_HISTORICAMENTE
3250392404499,Emmental lp rape tsr 150g,Pâturages,"[""en:dairies"", ""en:fermented-foods"", ""en:fermented-milk-products"", ""en:cheeses"", ""en:cow-cheeses"", ""en:hard-cheeses"", ""en:emmentaler"", ""en:french-cheeses"", ""en:french-emmentaler"", ""en:grated-cheese"", ""en:grated-emmentaler""]",c,3.0,00d42f16781b7da919efea3ca74251a555a48ed4f339cdfc927f50840c6234a7,2026-09-05T19:36:53.722895+00:00,1780533487,NO_VERIFICABLE_HISTORICAMENTE
3256223264768,Cake nature au lait écrémé bio paquet de 125g,"U, U Bio","[""en:snacks"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:cakes""]",d,4.0,f277c32316fd1acb5304c6e39a206a55a6c5487ae830b7a15737ff153f1b9a02,2026-09-06T22:57:33.757191+00:00,1773382984,NO_VERIFICABLE_HISTORICAMENTE
3256224255017,Oeufs poules plein air calibre mixte,U,"[""en:frozen-foods"", ""en:eggs-and-their-products"", ""en:farming-products"", ""en:eggs"", ""en:chicken-eggs"", ""en:free-range-chicken-eggs""]",a,1.0,81b66f20413d062b6a7737d2826aca2311d95374ade3133be3ec7904307bce1c,2026-09-06T22:57:39.117822+00:00,1787757354,NO_VERIFICABLE_HISTORICAMENTE
3256228195487,Pur jus pressé Orange sanguine d'Italie,U,"[""en:beverages-and-beverages-preparations"", ""en:plant-based-foods-and-beverages"", ""en:beverages"", ""en:fruit-based-foods-and-beverages"", ""en:plant-based-beverages"", ""en:fruit-based-beverages"", ""en:juices-and-nectars"", ""en:fruit-juices"", ""en:orange-juices""]",c,1.0,6c8577ef0db2e4d37c148fd3bbe605cfd91fd602a7905928a6daea112334f8e1,2026-09-06T22:57:44.435876+00:00,1788575219,NO_VERIFICABLE_HISTORICAMENTE
3266140053581,Ravioles du Dauphiné LABEL ROUGE IGP surgelées sachet,Saint jean,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:cereals-and-potatoes"", ""en:frozen-foods"", ""en:cereals-and-their-products"", ""en:meals"", ""en:pasta-dishes"", ""en:pastas"", ""en:pastas-and-dumplings"", ""en:combination-meals"", ""en:stuffed-pastas"", ""en:frozen-ready-made-meals"", ""fr:ravioles"", ""en:pasta-stuffed-with-cheese"", ""en:ravioles-du-dauphine"", ""fr:Produits Label Rouge"", ""fr:Produits labellisés""]",d,3.0,268db8cef48b91af093cc67326b7e1bf962d7ddb25b169dcb6d730d6c8618796,2026-09-06T22:57:49.808962+00:00,1774331912,NO_VERIFICABLE_HISTORICAMENTE
3270190023524,Fromage Blanc nature,Carrefour,"[""en:dairies"", ""en:fermented-foods"", ""en:fermented-milk-products"", ""en:cheeses"", ""en:desserts"", ""en:dairy-desserts"", ""en:fermented-dairy-desserts"", ""en:fromages-blancs-petit-suisses-and-skyr"", ""en:petits-suisses"", ""en:plain-fermented-dairy-desserts"", ""en:plain-petit-suisse"", ""fr:fromages-blancs"", ""en:fat-free-plain-petit-suisse"", ""fr:fromages-blancs-natures""]",a,3.0,c5e067c3b9a6d768d495e6bb10d8ccb5832849df2bf4cf1e12b09a6050ea9743,2026-09-06T22:57:55.173339+00:00,1773406895,NO_VERIFICABLE_HISTORICAMENTE
3273220530375,Yaourt nature 0%,Vrai,"[""en:dairies"", ""en:fermented-foods"", ""en:fermented-milk-products"", ""en:desserts"", ""en:dairy-desserts"", ""en:fermented-dairy-desserts"", ""en:yogurts"", ""en:plain-fermented-dairy-desserts"", ""en:low-fat-yogurts"", ""en:plain-yogurts""]",a,3.0,6ded435720592454a2d9667c61e7fdd74a5e134d1f4d2505a20e41f9f80fbf8d,2026-09-06T22:58:00.345507+00:00,1772012529,NO_VERIFICABLE_HISTORICAMENTE
3280220908073,Ma petite salade Mâche,Florette,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fruits-and-vegetables-based-foods"", ""en:vegetable-based-foods-and-beverages"", ""en:vegetables-based-foods"", ""en:fresh-foods"", ""en:vegetables"", ""en:fresh-plant-based-foods"", ""en:leaf-vegetables"", ""en:fresh-vegetables"", ""en:corn-salad""]",a,1.0,97f68419ca95f141618ee9c358e714ca9267fd617f335a4e669723e0c85ceb00,2026-09-05T19:36:43.666144+00:00,1773858771,NO_VERIFICABLE_HISTORICAMENTE
3297760097969,Pomme Banane Vanille,Charles & Alice,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fruit-based-foods-and-beverages"", ""en:fruits-and-vegetables-based-foods"", ""en:desserts"", ""en:fruit-based-foods"", ""en:compotes"", ""en:apple-compotes"", ""en:banana-apple-compotes""]",a,4.0,4ca81216211f1bcee72fbec12aa048f20f553391238401e6a12b791653d2924c,2026-09-06T22:58:05.692892+00:00,1784102702,NO_VERIFICABLE_HISTORICAMENTE
3302740047312,Simplement bon - 25% de Sel*,Fleury Michon,"[""en:meats-and-their-products"", ""en:specific-products"", ""en:meats"", ""en:pork-and-its-products"", ""en:prepared-meats"", ""en:products-for-specific-diets"", ""en:hams"", ""en:prepared-pork-meats"", ""en:white-hams"", ""en:cooked-ham-of-superior-quality"", ""en:products-with-reduced-salt"", ""en:cooked-ham-superior-quality-reduced-salt"", ""en:prepared-meats-with-less-salt"", ""en:white-hams-with-less-salt""]",c,4.0,c6e416d7690beab36142fe27c4cfe15cba0edd1a6291fa0004a1c84a22a7a8bb,2026-09-06T22:58:11.178014+00:00,1774471953,NO_VERIFICABLE_HISTORICAMENTE
3384110004736,Poitrine Cuite Roulée,Saveurs Bressanes,"[""en:meats-and-their-products"", ""en:meats"", ""en:pork-and-its-products"", ""en:prepared-meats"", ""en:pork"", ""fr:charcuteries-cuites""]",d,4.0,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,2026-09-06T22:58:16.312420+00:00,1774440021,NO_VERIFICABLE_HISTORICAMENTE
3412290023909,Paysan Breton - L'Emmental Français Râpé,Paysan Breton,"[""en:dairies"", ""en:fermented-foods"", ""en:fermented-milk-products"", ""en:cheeses"", ""en:cow-cheeses"", ""en:hard-cheeses"", ""en:emmentaler"", ""en:french-cheeses"", ""en:french-emmentaler"", ""en:grated-cheese"", ""en:grated-emmentaler""]",c,3.0,5be80ad8e7d2bced097cf2d67f047b42504ca05afb54346eda40e5496110d8e3,2026-09-05T19:37:03.716173+00:00,1773777515,NO_VERIFICABLE_HISTORICAMENTE
3423182102411,pur jus pomme framboise bio,Thomas Le Prince,"[""en:beverages-and-beverages-preparations"", ""en:plant-based-foods-and-beverages"", ""en:beverages"", ""en:fruit-based-foods-and-beverages"", ""en:plant-based-beverages"", ""en:fruit-based-beverages"", ""en:juices-and-nectars"", ""en:fruit-juices"", ""en:multifruit-juices""]",d,1.0,d0db609e5c045e822adffddf1c76db2d871627f5ea815751fcd0216e91ad4014,2026-09-06T22:58:21.457654+00:00,1773781785,NO_VERIFICABLE_HISTORICAMENTE
3443431503004,Poudre de cacao maigre biologique,Les Rois Mages,"[""en:cocoa-and-its-products"", ""en:cocoa-and-chocolate-powders"", ""en:cocoa-powders""]",unknown,1.0,c126eff15c206b04bbf51f37494d9d7315ce39955a20846a7f0aba6a573413df,2026-09-06T22:58:26.582736+00:00,1773703274,NO_VERIFICABLE_HISTORICAMENTE
3450970173834,Nugets poulet,"Eco+, Leclerc","[""en:meats-and-their-products"", ""en:meat-preparations"", ""en:chicken-and-its-products"", ""en:breaded-products"", ""en:chicken-preparations"", ""en:poultry-nuggets"", ""en:breaded-chicken"", ""en:chicken-nuggets""]",b,4.0,b2903dee5936fc920a8e1a6566e283e292568d17f448d9e8cc673462900efccb,2026-09-06T22:58:31.879943+00:00,1786274131,NO_VERIFICABLE_HISTORICAMENTE
3456300014556,Fourrés Chocolat🍫,"Jardin Bio étic, jardin bio étic Léa Nature","[""en:snacks"", ""en:frozen-foods"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:biscuits-and-crackers"", ""en:biscuits"", ""en:filled-biscuits""]",d,3.0,28163a9aa69ae9dc57a947e50ab8cfa93c424eb067341d182af5a868ba9d1823,2026-09-06T22:58:37.175429+00:00,1788508142,NO_VERIFICABLE_HISTORICAMENTE
3500390010247,Ravioles du Dauphiné,Maison Rambert,"[""en:meals"", ""en:pasta-dishes"", ""en:stuffed-pastas"", ""fr:ravioles""]",d,4.0,b8c4d0dc28df773eacb84b3b8e73410830a3f89b708e550e0ef3c9a9a4294f8f,2026-09-05T19:36:13.571074+00:00,1788534815,NO_VERIFICABLE_HISTORICAMENTE
3560070206469,Champignons de Paris,Carrefour,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fruits-and-vegetables-based-foods"", ""en:vegetable-based-foods-and-beverages"", ""en:canned-foods"", ""en:vegetables-based-foods"", ""en:canned-plant-based-foods"", ""en:mushrooms-and-their-products"", ""en:mushrooms"", ""en:canned-mushrooms"", ""en:champignon-mushrooms"", ""en:canned-champignon-mushrooms"", ""en:canned-sliced-champignon-mushrooms""]",a,3.0,106436df1ad8f8c78b20c27234f836affc256b833f79b363d0f5e26f12ddbc12,2026-09-05T19:36:03.576421+00:00,1788512835,NO_VERIFICABLE_HISTORICAMENTE
3560070283484,Épinards,Carrefour,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fruits-and-vegetables-based-foods"", ""en:vegetable-based-foods-and-beverages"", ""en:canned-foods"", ""en:vegetables-based-foods"", ""en:canned-plant-based-foods"", ""en:vegetables"", ""en:canned-vegetables"", ""en:leaf-vegetables"", ""en:spinachs"", ""en:canned-spinachs""]",a,3.0,24fd7006bec7ae662e98251226eb42439e6c7802223600ca61ccf96263d702be,2026-09-05T19:35:58.464842+00:00,1773439699,NO_VERIFICABLE_HISTORICAMENTE
3560071264550,Infusion Gingembre Citron,"Carrefour BIO, Carrefour","[""en:beverages-and-beverages-preparations"", ""en:plant-based-foods-and-beverages"", ""en:beverages"", ""en:hot-beverages"", ""en:plant-based-beverages"", ""en:beverage-preparations"", ""en:herbal-teas""]",b,1.0,270682ecd33d1e580d2efd7ace247ca3319986fda2be8a41211e79187ac5d073,2026-09-06T22:58:42.396685+00:00,1774483032,NO_VERIFICABLE_HISTORICAMENTE
3560071266721,Frimouss' au chocolat,Carrefour,"[""en:snacks"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:biscuits-and-crackers"", ""en:biscuits"", ""en:chocolate-biscuits""]",e,4.0,77addbcf09f1edb4dd42a25c757ab4bec013498d6ec3e5d9be12e66bc04b0951,2026-09-06T22:58:47.721076+00:00,1783494330,NO_VERIFICABLE_HISTORICAMENTE
3580281710067,Capres au vinaigre,Savino,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:condiments"", ""en:pickles"", ""en:plant-based-pickles"", ""en:pickled-capers""]",e,,c9ec3e85df6c216f57687fd9d4ce48d93e32184cecdd307a891ff892bc74fe42,2026-09-06T22:58:57.837810+00:00,1774478416,NO_VERIFICABLE_HISTORICAMENTE
3596710435791,Farine de blé T55,"Auchan, Pouce","[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:cereals-and-potatoes"", ""en:cereals-and-their-products"", ""en:flours"", ""en:cereal-flours"", ""en:wheat-flours"", ""en:common-wheat-flours"", ""en:white-wheat-flours"", ""en:wheat-flour-type-55-for-bread""]",a,1.0,6a9f96dcaf3d96f4bc272d1751371a8823df59a8e0244f9821a538d6ecc0602b,2026-09-06T22:59:02.991396+00:00,1729829193,NO_VERIFICABLE_HISTORICAMENTE
3760020507916,Gaufrettes chocolat,"Jardin Bio étic, Jardin biologique, Léa Nature","[""en:snacks"", ""en:desserts"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:biscuits-and-crackers"", ""en:biscuits"", ""en:wafers"", ""en:chocolate-biscuits"", ""en:stuffed-wafers"", ""en:chocolate-stuffed-wafers""]",e,3.0,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,2026-09-05T19:36:23.581606+00:00,1773441594,NO_VERIFICABLE_HISTORICAMENTE
3760090370571,"Saucisson sec, d'Ardèche",père 3 fils,"[""en:meats-and-their-products"", ""en:meats"", ""en:prepared-meats"", ""en:cured-sausages"", ""en:dry-sausages"", ""en:dry-sausage-pure-pork""]",e,4.0,750430216bd4e8274a8aa268b299aa380850033f7c0cf76bbd910d3e0bda1036,2026-09-06T22:59:08.170875+00:00,1773398258,NO_VERIFICABLE_HISTORICAMENTE
3760297370206,Onigiri saumon fromage frais,igiri,"[""en:snacks"", ""en:salty-snacks"", ""en:meals"", ""en:sushi-and-maki"", ""en:sushis"", ""en:onigiri"", ""fr:En-cas-japonais""]",unknown,4.0,c4a8a73fa17261e7abaeb5ae79bfb2c1aa5dda9923620f65a19a7ddca62ca750,2026-09-06T22:59:13.414631+00:00,1774537457,NO_VERIFICABLE_HISTORICAMENTE
3760341070236,Lustucru Doypack Champignons,Lustucru,"[""fr:Riz lustucru""]",c,4.0,f1b2c0555943271b29188ef76d3fa0b0fe915885ccb4bdeb696797cb762abec9,2026-09-06T22:59:18.581119+00:00,1774536671,NO_VERIFICABLE_HISTORICAMENTE
